Institution,State,Tier,Mission,Mission MMJ,Size,Growth,Year,Property Plant Equip,Construction in Progress,K.Land,K.Buildings,K.Library,K.Other Prop Plant Equip,Plant and Equipment,Leasehold Improvements,Leased Plant Equip,Infrastructure,Other Property Plant and Equipment,Investment Property,Intang Assets,Other Non-Current Non-Financial Assets,Total Expenses,Total Benefits,Academic Benefits,Non Academic Benefits,Depreciation and Amortisation,Rep and Maint,Other Exp,Schol Grants Prizes,Non-Capitalised Equipment,"Advertising, Marketing and Promotional Expenses","Net Loss on Disposal of Property, Plant and Equipment",Other Expenditure,Equivalent FT Load,Equivalent FTL Course,Completion Count,Adjusted FT Load,SciVal All Pubs,Pubs herdc,Research Rev,RHD Completions,RTS Weighted Comp
University of Wollongong,NSW,2,OTR,OTR,Medium,Medium,2014,723219,33432,66078,526005,3780,93924,52579,1948,0,0,39397,32327,5522,1651,533230,316811,181249,135562,34991,7591,166100,31360,3000,3388,2650,125702,23537,21604,7154,28758,2441,1709,63713054,289,932
University of Wollongong,NSW,2,OTR,OTR,Medium,Medium,2015,647032,24866,66488,451453,2148,102077,60533,1680,0,0,39864,31436,4479,1249,528374,322833,183536,139297,35520,6522,159102,32785,3010,3660,0,119647,23740,21845,6394,28239,2516,0,53985762,272,887
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2006,540558,0,96353,419872,10975,13358,13160,0,0,0,198,0,746,0,315909,208348,120438,87910,16141,15015,76365,8396,6213,4334,0,57422,14461,13740,3998,17738,340,614,7927082,43,119
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2007,567332,0,111763,427373,11222,16974,16677,86,0,0,211,0,935,0,328787,216440,123751,92689,16716,16480,78893,8923,6922,4738,0,58310,15084,14313,3969,18282,420,655,7274713,63,160
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2008,575710,0,115030,430773,10995,18912,18202,180,0,0,530,0,2557,0,359137,239256,133655,105601,17497,16146,86201,9873,7144,5163,0,64021,15165,14391,4648,19039,435,651,10078876,91,257
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2009,612973,49315,115030,417988,10187,20453,19534,386,0,0,533,0,8245,5397,374199,249128,132596,116532,17997,17457,89576,9016,5838,4884,0,69838,16602,15711,4683,20394,531,704,10834203,78,208
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2010,668287,77460,135798,420030,9415,25584,22518,2512,0,0,554,0,24259,5111,406467,268226,143379,124847,19662,18640,99630,9948,7603,5334,0,76745,18079,17081,5138,22219,558,680,10667881,92,244
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2011,671144,21731,135798,474358,9192,30065,27108,2379,0,0,578,0,39466,11824,446337,293504,149764,143740,23752,18426,110783,8875,6133,6475,0,89300,18373,17427,6421,23848,641,620,12005159,77,216
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2012,799920,18859,195611,551507,8708,25235,22857,1904,0,0,474,0,43687,10840,473440,328354,164682,163672,28266,13995,100514,9205,2967,5744,0,82598,19142,17977,5379,23356,694,664,14023902,87,236
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2013,718604,9955,164858,508360,8790,26641,23980,2178,0,0,483,0,47450,9828,428004,272699,146187,126512,31163,14490,103667,9071,3300,5052,0,86244,19719,18673,5158,23831,768,632,13365271,73,179
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2014,712545,15354,159716,500151,9141,28183,25816,1872,0,0,495,0,55332,8991,436463,286691,157388,129303,29092,14957,104983,9228,2407,6705,0,86643,19998,18947,5627,24574,846,625,18016560,115,309
Victoria University,VIC,3,OTR,NGU,Medium,Medium,2015,784367,55766,195393,493359,9718,30131,26842,2742,0,0,547,0,56555,8096,422182,275017,143975,131042,30871,13783,103059,9512,2448,7111,0,83988,19579,18524,6648,25172,850,0,17352856,121,342
